,Comment,Date,Insult,Usage
178,"""You could not be more wrong. The American Tea Party stands for limited government. Fiscal responsibility, and a return to our constitution. The Tea Party when it rallies or protests does it legally with brains. We pay the permits, arrange the events, say our piece, and then clean up and go home. The occupukes on the other hand. Are not only different, they are opposite. They trespass, they steal, they show up without permission. They damage private property, they collect urine and feces to throw on people. They set fires, they smash store windows. They rape young girls. I can go on and on. Oh and the heat, AC and warm beds were all paid for by those people. don't kid yourself that we are not committed to our cause because we are not stupid like you or OWS. There is a right way and a wrong way to do things. You and the occupunks have choosen the later.""",,0,
179,"""Because that is how they get their rocks off. Our government is run by pedophiles who sexually torture children.""",20120529084343Z,0,
180,"""He actually said ""what a spoiled bitch I am"".\xa0 I never hated Colton the way most of the posters did, because I felt for him.\xa0 Being gay in a republican family, can only mean that you have been villified.\xa0 He was dismayed that it was men vs women, as that took away any comfort zone he may have had.\xa0 The men didn't welcome him, and when he got power, it went to his ""spoiled bitch"" head.""",20120514051009Z,0,
181,"""With inbreeds being the longest running malcontents.""",20120610074630Z,0,
182,"""Quote from Teresa May ""That is why we have been trying to deport him to Jordan, his home country."" TRYING - Since when does a Sovereign have problems TRYING to deport diseased minded scum like him. Stuff the EU laws and if the UK is \\'fined\\' by the EUSSR for doing this then don\\'t pay it ... and then stop all financial payments to this corrupt experiment. It doesn\\'t work, its broke so listen to the PEOPLE Camoron and have an in or out referendum .. NOW!""",,0,
183,"""@nilbymouth \\n\\nYou are right concerning Campbell.  My bad.  The QB carosel has me mixed up.  Anyways, I still don't like Knapp and think we went that road with him once before and do not need to revisit it again.  Cable obviously did not think too high of him if he stripped his playcalling duties and decided to call the plays himself.  If Knapp was truely great at what he does, he would have had some positive influence on this team with his quarterbacks, and in my opinion, he didn't....Carson Palmer needs a guy like Saunders whose offensive connection to him is undeniable...""",,0,
184,"""I'll like your comment too if it makes you feel better.""",20120529160040Z,0,
185,"""Why didn't Obama go to Wisconsin and urge the Republicans to abandon their own America form of austerity?""",20120610000015Z,0,
186,"""If they deleted his post, I wold surely be banned for my flaming all over Joe. :)""",20120528195900Z,0,
187,"""What the hell are you talking about?""",20120502062701Z,0,
188,"""people dancing, drinking, having fun at the clubs in miami\n\n""Life is good in miami, Heat won!!!! lets get drunk""\n\n--Heat fans""",20120529035417Z,0,
189,"""This is so American. Load of utter 'positive people makes positive lives' fake christian bullshit.\xa0\n\nPut it this way, take 2 for example:Give up complaining. This to me just reads like 'become a walk over'. If we all gave up complaining, nothing great would get done or crap would be accepted. Go into a hairdressers, get a shit haircut for $100. Don't complain because you are a happy, pissed-off with your shit haircut, person who's just been taken for a ride.\xa0Give up the luxury of criticism. For a start it's not a luxury. You can be critical if you want. I believe it is a trait that I enjoy. Why? Many people are idiots. It's the truth. If you are in a job and you don't criticise people who do crap work then you'll have an office/workplace full of people who can't do their job.These are basic personality traits of intelligent people. But I guess retards are happier than all of us.""",20120515182944Z,0,
190,"""You're one of my favorite commenters.""",20120609213514Z,0,
191,"""dude, it looks NOTHING like the ""fag-box."" It looks more towards PlayStation-meets-Alienware console. It has already been proven that modern consoles continually progress towards a PC. So please take your\xa0idiotically painful comments\xa0elsewhere.""",20120611051049Z,0,
192,"""Howe does it feel to be a Freedom Leech parasite?""",20120527231602Z,1,
193,""".........And all the arseanal fans silently weep into their hankies!!\\n\\nThere's nothing to see here, fellas- he's a free man and still the Spurs manager!\\n\\n \\n\\nUNLUCKY!""",,0,
194,"""Yes  you have to have comedy in your life""",20120529211852Z,0,
195,"""Moron, the Latinos are becoming a large voting block you can't just dismissed them like you did with blacks, gay, women and other minorities.\nYou need a majority to win and all whites don't buy your crap""",20120619192139Z,1,
196,"""""When Is Bush going to be asked to campaign for Romney. When he does I'll buy you a dinner. I wonder why Bush is NOT  wanted.""\n\nThe BETTER question is why a SITTING PRESIDENT LIKE OBAMA IS NOT WANTED!\n\nNotice he did 7 fundraisers the weekend before the vote all around WIsc. NEVER stopped in WISC.\n\nNotice NO ONE wants his help campaigning?""",20120609171819Z,0,
197,"""wait till a raptor grabs it in mid air.bad days man.""",,0,
198,"""Have you ever given him props or at least not dissed him out on any thread? I'm not a fan of his movies either but that don't mean I start talking shit on every fucking post..""",20120610002525Z,0,
199,"""@big_o_other That dynamic has been clear since the teabaggers threw their first tantrum in January of 2009 and Rush declared that he wanted the president to fail.\\\\n\\\\n \\\\n\\\\nThey want the economy to suck. They NEED the economy to suck. This explains their otherwise puzzling legislative choices over the past three years.""",,0,
200,"""You are stuck on stupid obviously...give me a break and don't vote.\nmoron""",20120609233435Z,1,
201,"""This man's drunk as fuck, he's on drugs, he's a male prostitute.""",20120619063951Z,0,
202,"""who told you that....stupid ask yourself who kick his daughter out of the house at the age 16.....when it's comes protecting weaman you guys the last ppl on earth who can open their mounths..""",20120619221729Z,1,
203,"""@Lets_Go_West\xa0try big 100\nthey are dope""",20120612004703Z,0,
204,"""Ight ima get in on you mr. Army man or w.e. the fuck you are. I have family fighting on battle field right now atleast 20 members are all juggalos. Just like me you little ick sucking divk whipped bitch. If you have the time to sit here and talk shit about family then you obviously aren't doing your job fighting for our country your busy trying to start another world war with the juggalo family so shut the fuck up and grow a pair you pussy.""",20120619103111Z,1,
205,"""You are so correct...the red sox are the worst team.""",20120529233441Z,0,
206,"""Headlines going to be in a few months, Mark WRIGHT reject back home""",,0,
207,"""i didn't watch game so this morning watched sky see what fuss was about, i have to say at times football fans have to put there loyalty to respective clubs aside, what ballotelli did was a disgrace he  won;t admit it but that was deliberate and has no place  in football i will be amazed if he isn't banned""",,0,
208,"""Are you retarded? You think Iraq & Afghan were avenging deaths? Lol.. get yourself checked buddy.. even bush would laugh at you...\n\nThere is a reason why we are proud of India.. cuz we are not like US or Israel who will or can go to war at the drop of a hat.. on the long run even that is proving costly to them..\xa0\n\nSo wake up.. We are talking about Music here not War.. you dumb moron""",20120611091050Z,1,
209,"""No matter how great your body looks, there's\xa0something pathetic, desperate and trashy\xa0about a woman that old acting like that!!""",20120612092607Z,0,
210,"""piiisii ... apparently knows nothing about cold facts\n\nRepublican Trolls make us all sick with their non factual crap\n\nYou can cry until 2016 ... your lies mean nothing to intelligent people""",20120529090040Z,1,
211,"""The bad part of the story is the dumb redneck Republicans, like yourself.\n\nNot sure if these folks are sociopaths like you, though, so you're probably a downgrade from them...""",20120610200600Z,0,
212,"""You as stupid as you were yesterday.""",20120320200133Z,1,
213,"""""I may never see the light of day again"".....He should NEVER see the light of day again! Twisted beyond belief. You couldn\\'t do what he did to a dog, let alone another human being.  """,,0,
214,"""There are a lot of morons posting on this site but you are in a class all by yourself.""",20120619024452Z,1,
215,"""You are a Moron.""",20120618204027Z,1,
216,"""How the fuck do you have Orange Beef but not Orange chicken?""",20120611233921Z,0,
217,"""suck my dick yeaah babby pussy""",20120612023153Z,1,
218,"""Autumn..... You are, and Idiot. \n\nRed Flag #102 - Girls with No sense of Humor.""",20120515161425Z,1,
219,"""Eli MAnning, Brett Favre, John Elway""",20120529213135Z,0,
220,"""if she won't sleep with you, you could probably just force yourself on her and any reasonable judge would take that tattoo as a permission to date rape stamp""",,0,
221,"""Holder and Obama will be hit back from all directions and 1000 times as hard. Dozens inside the DOJ and the WH who have dignity and patriotism will turn on them both like rabid dogs. This administration is goind down and right into federal prison. Nothing can stop it now. Nothing at all. The people are pissed off and out for heads.\n\nHolder = Peice of Shit\n\nObama = Fucked Up Sociopath""",20120609174056Z,0,
222,"""SO IS A SKUNK HALF BLACK AND HALF WHITE AND THEY BOTH STINK. WHY DO B L A C K PEOPLE STINK, SO BLIND PEOPLE CAN H A T E\nTHEM TOO. LOL""",20120611184459Z,0,
223,"""I wonder if that'd stand up in court. ""He might have killed someone, but fuck me he can play cricket!"" He was a prick.""",20120618194105Z,0,
224,"""They're not. The PG proposal is a list of people who have committed crimes with a gun. Not a way to register guns. (is no one else\xa0disturbed\xa0by the idea of the government maintaining lists of people they don't like. Cue '""you know who else had lists of people they don't like"" jokes in 3..2...)""",20120530131336Z,0,
225,"""@David @Cyberduckie You know, if you stick a screw driver in your mouth and bang on your fillings, you might be able to pick up an Easy Listening channel.""",,0,
226,"""That's because you're a nobody.""",20120619232324Z,1,
227,"""The Korem foundation will never see another dollar from me.""",,0,
